,F,R,S,V
233480,7.0,havanaalmadecuba,9.0,1.0
234543,7.0,havanaalmadecuba,11.0,1.0
235281,7.0,havanaalmadecuba,10.0,1.0
238962,7.0,havanaalmadecuba,8.0,1.0
240203,7.0,havanaalmadecuba,6.0,1.0
244000,7.0,havanaalmadecuba,1.0,1.0
217702,7.0,havanacentralatthewestend,0.0,1.0
233483,7.0,havanacentralatthewestend,9.0,1.0
234546,7.0,havanacentralatthewestend,11.0,1.0
235284,7.0,havanacentralatthewestend,10.0,1.0
244004,7.0,havanacentralatthewestend,1.0,1.0
217703,7.0,havanacentraltimessquare,0.0,1.0
230074,7.0,havanacentraltimessquare,4.0,1.0
233484,7.0,havanacentraltimessquare,9.0,1.0
235282,7.0,havanacentraltimessquare,10.0,1.0
217704,7.0,havanacentralunionsquare,0.0,1.0
233485,7.0,havanacentralunionsquare,9.0,1.0
235283,7.0,havanacentralunionsquare,10.0,1.0
238964,7.0,havanacentralunionsquare,8.0,1.0
217705,7.0,haveli,0.0,1.0
222259,7.0,haveli,2.0,1.0
236858,7.0,haveli,5.0,1.0
238965,7.0,haveli,8.0,1.0
240206,7.0,haveli,6.0,1.0
244008,7.0,haveli,1.0,1.0
217706,7.0,haven,0.0,1.0
240207,7.0,haven,6.0,1.0
98835,3.0,hawaiiantropiczone,2.0,0.0
186805,6.0,hawaiiantropiczone,0.0,0.0
230077,7.0,hawaiiantropiczone,4.0,1.0
233489,7.0,hawaiiantropiczone,9.0,1.0
234547,7.0,hawaiiantropiczone,11.0,1.0
235286,7.0,hawaiiantropiczone,10.0,1.0
236859,7.0,hawaiiantropiczone,5.0,1.0
240208,7.0,hawaiiantropiczone,6.0,1.0
244010,7.0,hawaiiantropiczone,1.0,1.0
217708,7.0,hea,0.0,1.0
236860,7.0,hea,5.0,1.0
238966,7.0,hea,8.0,1.0
240209,7.0,hea,6.0,1.0
241725,7.0,hea,7.0,1.0
32770,1.0,healthconsciousexpress,0.0,0.0
236861,7.0,healthconsciousexpress,5.0,1.0
217712,7.0,healthychoice,0.0,1.0
244014,7.0,healthychoice,1.0,1.0
217713,7.0,heartbeatatwnewyork,0.0,1.0
233490,7.0,heartbeatatwnewyork,9.0,1.0
235287,7.0,heartbeatatwnewyork,10.0,1.0
217714,7.0,hearth,0.0,1.0
222261,7.0,hearth,2.0,1.0
224952,7.0,hearth,3.0,1.0
233491,7.0,hearth,9.0,1.0
235288,7.0,hearth,10.0,1.0
236863,7.0,hearth,5.0,1.0
238967,7.0,hearth,8.0,1.0
240211,7.0,hearth,6.0,1.0
244016,7.0,hearth,1.0,1.0
217716,7.0,heartlandbrewery,0.0,1.0
236866,7.0,heartlandbrewery,5.0,1.0
238968,7.0,heartlandbrewery,8.0,1.0
241729,7.0,heartlandbrewery,7.0,1.0
244021,7.0,heartlandbrewery,1.0,1.0
217718,7.0,heartlandbreweryrotisserie,0.0,1.0
236868,7.0,heartlandbreweryrotisserie,5.0,1.0
217719,7.0,heartlandbrewerychophouse,0.0,1.0
230083,7.0,heartlandbrewerychophouse,4.0,1.0
233492,7.0,heartlandbrewerychophouse,9.0,1.0
235289,7.0,heartlandbrewerychophouse,10.0,1.0
236867,7.0,heartlandbrewerychophouse,5.0,1.0
168305,5.0,heidelbergrestaurant,4.0,0.0
217722,7.0,heidelbergrestaurant,0.0,1.0
222263,7.0,heidelbergrestaurant,2.0,1.0
217724,7.0,hellskitchen,0.0,1.0
222264,7.0,hellskitchen,2.0,1.0
224956,7.0,hellskitchen,3.0,1.0
234550,7.0,hellskitchen,11.0,1.0
236871,7.0,hellskitchen,5.0,1.0
238971,7.0,hellskitchen,8.0,1.0
240213,7.0,hellskitchen,6.0,1.0
217727,7.0,henrys,0.0,1.0
222265,7.0,henrys,2.0,1.0
224957,7.0,henrys,3.0,1.0
230093,7.0,henrys,4.0,1.0
236872,7.0,henrys,5.0,1.0
240214,7.0,henrys,6.0,1.0
217734,7.0,highlandscaferestaurant,0.0,1.0
230101,7.0,highlandscaferestaurant,4.0,1.0
217735,7.0,highline,0.0,1.0
222266,7.0,highline,2.0,1.0
224960,7.0,highline,3.0,1.0
236873,7.0,highline,5.0,1.0
238972,7.0,highline,8.0,1.0
244028,7.0,highline,1.0,1.0
210789,6.0,hillcountry,7.0,0.0
217737,7.0,hillcountry,0.0,1.0
222269,7.0,hillcountry,2.0,1.0
230102,7.0,hillcountry,4.0,1.0
233495,7.0,hillcountry,9.0,1.0
234551,7.0,hillcountry,11.0,1.0
235291,7.0,hillcountry,10.0,1.0
236875,7.0,hillcountry,5.0,1.0
238973,7.0,hillcountry,8.0,1.0
217738,7.0,hingwon,0.0,1.0
236878,7.0,hingwon,5.0,1.0
217739,7.0,hiro,0.0,1.0
222270,7.0,hiro,2.0,1.0
240216,7.0,hiro,6.0,1.0
217740,7.0,hirokosplace,0.0,1.0
222271,7.0,hirokosplace,2.0,1.0
241731,7.0,hirokosplace,7.0,1.0
217742,7.0,hispaniola,0.0,1.0
222272,7.0,hispaniola,2.0,1.0
236879,7.0,hispaniola,5.0,1.0
238974,7.0,hispaniola,8.0,1.0
217743,7.0,hk,0.0,1.0
222273,7.0,hk,2.0,1.0
236830,7.0,hk,5.0,1.0
240217,7.0,hk,6.0,1.0
217746,7.0,hoian,0.0,1.0
222274,7.0,hoian,2.0,1.0
236881,7.0,hoian,5.0,1.0
244034,7.0,hoian,1.0,1.0
217748,7.0,hollywooddiner,0.0,1.0
222276,7.0,hollywooddiner,2.0,1.0
244036,7.0,hollywooddiner,1.0,1.0
217749,7.0,holybasil,0.0,1.0
222277,7.0,holybasil,2.0,1.0
224964,7.0,holybasil,3.0,1.0
236882,7.0,holybasil,5.0,1.0
238975,7.0,holybasil,8.0,1.0
240218,7.0,holybasil,6.0,1.0
244037,7.0,holybasil,1.0,1.0
217751,7.0,home,0.0,1.0
224965,7.0,home,3.0,1.0
236883,7.0,home,5.0,1.0
238976,7.0,home,8.0,1.0
240219,7.0,home,6.0,1.0
244039,7.0,home,1.0,1.0
217753,7.0,homers,0.0,1.0
244041,7.0,homers,1.0,1.0
217754,7.0,homeskitchen,0.0,1.0
230127,7.0,homeskitchen,4.0,1.0
244042,7.0,homeskitchen,1.0,1.0
217763,7.0,hongkongstation,0.0,1.0
222280,7.0,hongkongstation,2.0,1.0
241732,7.0,hongkongstation,7.0,1.0
244046,7.0,hongkongstation,1.0,1.0
217765,7.0,hoomoosasli,0.0,1.0
222282,7.0,hoomoosasli,2.0,1.0
224969,7.0,hoomoosasli,3.0,1.0
236885,7.0,hoomoosasli,5.0,1.0
244049,7.0,hoomoosasli,1.0,1.0
217766,7.0,hooters,0.0,1.0
224970,7.0,hooters,3.0,1.0
217767,7.0,hopdevilgrill,0.0,1.0
236886,7.0,hopdevilgrill,5.0,1.0
217768,7.0,hopkee,0.0,1.0
222283,7.0,hopkee,2.0,1.0
217772,7.0,horuscafe,0.0,1.0
230148,7.0,horuscafe,4.0,1.0
236889,7.0,horuscafe,5.0,1.0
244052,7.0,horuscafe,1.0,1.0
217778,7.0,houndstoothpub,0.0,1.0
236890,7.0,houndstoothpub,5.0,1.0
217779,7.0,hourglasstavern,0.0,1.0
224975,7.0,hourglasstavern,3.0,1.0
230167,7.0,hourglasstavern,4.0,1.0
244053,7.0,hourglasstavern,1.0,1.0
217782,7.0,houstons,0.0,1.0
222288,7.0,houstons,2.0,1.0
224976,7.0,houstons,3.0,1.0
238977,7.0,houstons,8.0,1.0
244057,7.0,houstons,1.0,1.0
186882,6.0,howsweetitis,0.0,0.0
236891,7.0,howsweetitis,5.0,0.0
217789,7.0,hudsoncafeteria,0.0,1.0
222291,7.0,hudsoncafeteria,2.0,1.0
224980,7.0,hudsoncafeteria,3.0,1.0
233498,7.0,hudsoncafeteria,9.0,1.0
235293,7.0,hudsoncafeteria,10.0,1.0
236893,7.0,hudsoncafeteria,5.0,1.0
238981,7.0,hudsoncafeteria,8.0,1.0
240220,7.0,hudsoncafeteria,6.0,1.0
244060,7.0,hudsoncafeteria,1.0,1.0
217791,7.0,hudsondiner,0.0,1.0
222292,7.0,hudsondiner,2.0,1.0
244062,7.0,hudsondiner,1.0,1.0
217792,7.0,hudsonfalafel,0.0,1.0
222293,7.0,hudsonfalafel,2.0,1.0
244063,7.0,hudsonfalafel,1.0,1.0
217793,7.0,hudsonplace,0.0,1.0
222294,7.0,hudsonplace,2.0,1.0
217794,7.0,hudsonrivercafe,0.0,1.0
233499,7.0,hudsonrivercafe,9.0,1.0
234555,7.0,hudsonrivercafe,11.0,1.0
235294,7.0,hudsonrivercafe,10.0,1.0
236895,7.0,hudsonrivercafe,5.0,1.0
244065,7.0,hudsonrivercafe,1.0,1.0
217796,7.0,hudsonyardscafe,0.0,1.0
222296,7.0,hudsonyardscafe,2.0,1.0
217797,7.0,hudsonssquarefoodcourt,0.0,1.0
230181,7.0,hudsonssquarefoodcourt,4.0,1.0
217798,7.0,hummuskitchen,0.0,1.0
236897,7.0,hummuskitchen,5.0,1.0
217802,7.0,hummusplace,0.0,1.0
222298,7.0,hummusplace,2.0,1.0
224983,7.0,hummusplace,3.0,1.0
236900,7.0,hummusplace,5.0,1.0
238983,7.0,hummusplace,8.0,1.0
241736,7.0,hummusplace,7.0,1.0
244067,7.0,hummusplace,1.0,1.0
217803,7.0,hunanbalcony,0.0,1.0
230184,7.0,hunanbalcony,4.0,1.0
244069,7.0,hunanbalcony,1.0,1.0
217806,7.0,hunanparkii,0.0,1.0
224990,7.0,hunanparkii,3.0,1.0
230196,7.0,hunanparkii,4.0,1.0
217807,7.0,hundredacres,0.0,1.0
222300,7.0,hundredacres,2.0,1.0
233500,7.0,hundredacres,9.0,1.0
235295,7.0,hundredacres,10.0,1.0
236901,7.0,hundredacres,5.0,1.0
240221,7.0,hundredacres,6.0,1.0
241737,7.0,hundredacres,7.0,1.0
244073,7.0,hundredacres,1.0,1.0
217809,7.0,hurleys,0.0,1.0
222301,7.0,hurleys,2.0,1.0
233501,7.0,hurleys,9.0,1.0
234558,7.0,hurleys,11.0,1.0
235296,7.0,hurleys,10.0,1.0
217811,7.0,icoppi,0.0,1.0
222302,7.0,icoppi,2.0,1.0
224997,7.0,icoppi,3.0,1.0
236905,7.0,icoppi,5.0,1.0
238985,7.0,icoppi,8.0,1.0
240222,7.0,icoppi,6.0,1.0
244076,7.0,icoppi,1.0,1.0
217813,7.0,isodi,0.0,1.0
222303,7.0,isodi,2.0,1.0
236906,7.0,isodi,5.0,1.0
238986,7.0,isodi,8.0,1.0
240223,7.0,isodi,6.0,1.0
20678,0.0,itremerli,8.0,0.0
217814,7.0,itremerli,0.0,1.0
222304,7.0,itremerli,2.0,1.0
224998,7.0,itremerli,3.0,1.0
230211,7.0,itremerli,4.0,1.0
236907,7.0,itremerli,5.0,1.0
240224,7.0,itremerli,6.0,1.0
217815,7.0,itremerlibistro,0.0,1.0
222305,7.0,itremerlibistro,2.0,1.0
230212,7.0,itremerlibistro,4.0,1.0
236908,7.0,itremerlibistro,5.0,1.0
240225,7.0,itremerlibistro,6.0,1.0
244077,7.0,itremerlibistro,1.0,1.0
217816,7.0,itrulli,0.0,1.0
222306,7.0,itrulli,2.0,1.0
224999,7.0,itrulli,3.0,1.0
230213,7.0,itrulli,4.0,1.0
233502,7.0,itrulli,9.0,1.0
234560,7.0,itrulli,11.0,1.0
235297,7.0,itrulli,10.0,1.0
236909,7.0,itrulli,5.0,1.0
238987,7.0,itrulli,8.0,1.0
241738,7.0,itrulli,7.0,1.0
244079,7.0,itrulli,1.0,1.0
217817,7.0,ivandali,0.0,1.0
230214,7.0,ivandali,4.0,1.0
236910,7.0,ivandali,5.0,1.0
217821,7.0,ichiro,0.0,1.0
244080,7.0,ichiro,1.0,1.0
217822,7.0,icon,0.0,1.0
222307,7.0,icon,2.0,1.0
225000,7.0,icon,3.0,1.0
233503,7.0,icon,9.0,1.0
235298,7.0,icon,10.0,1.0
236911,7.0,icon,5.0,1.0
238988,7.0,icon,8.0,1.0
240226,7.0,icon,6.0,1.0
244081,7.0,icon,1.0,1.0
217824,7.0,ideya,0.0,1.0
222308,7.0,ideya,2.0,1.0
225001,7.0,ideya,3.0,1.0
230220,7.0,ideya,4.0,1.0
233504,7.0,ideya,9.0,1.0
236913,7.0,ideya,5.0,1.0
238989,7.0,ideya,8.0,1.0
240227,7.0,ideya,6.0,1.0
244083,7.0,ideya,1.0,1.0
217825,7.0,idosushi,0.0,1.0
244084,7.0,idosushi,1.0,1.0
217828,7.0,iguana,0.0,1.0
234562,7.0,iguana,11.0,1.0
238990,7.0,iguana,8.0,1.0
217830,7.0,ikenohana,0.0,1.0
222309,7.0,ikenohana,2.0,1.0
225002,7.0,ikenohana,3.0,1.0
230221,7.0,ikenohana,4.0,1.0
217831,7.0,ilbagatto,0.0,1.0
222310,7.0,ilbagatto,2.0,1.0
225003,7.0,ilbagatto,3.0,1.0
230222,7.0,ilbagatto,4.0,1.0
236914,7.0,ilbagatto,5.0,1.0
238991,7.0,ilbagatto,8.0,1.0
240228,7.0,ilbagatto,6.0,1.0
244086,7.0,ilbagatto,1.0,1.0
217832,7.0,ilbastardo,0.0,1.0
222311,7.0,ilbastardo,2.0,1.0
225004,7.0,ilbastardo,3.0,1.0
233505,7.0,ilbastardo,9.0,1.0
234566,7.0,ilbastardo,11.0,1.0
235299,7.0,ilbastardo,10.0,1.0
236915,7.0,ilbastardo,5.0,1.0
238992,7.0,ilbastardo,8.0,1.0
240229,7.0,ilbastardo,6.0,1.0
244087,7.0,ilbastardo,1.0,1.0
217833,7.0,ilbordello,0.0,1.0
233506,7.0,ilbordello,9.0,1.0
235300,7.0,ilbordello,10.0,1.0
236916,7.0,ilbordello,5.0,1.0
217834,7.0,ilbrigante,0.0,1.0
222312,7.0,ilbrigante,2.0,1.0
238993,7.0,ilbrigante,8.0,1.0
241739,7.0,ilbrigante,7.0,1.0
244088,7.0,ilbrigante,1.0,1.0
217835,7.0,ilbuco,0.0,1.0
222313,7.0,ilbuco,2.0,1.0
225006,7.0,ilbuco,3.0,1.0
230224,7.0,ilbuco,4.0,1.0
233507,7.0,ilbuco,9.0,1.0
235301,7.0,ilbuco,10.0,1.0
236917,7.0,ilbuco,5.0,1.0
238994,7.0,ilbuco,8.0,1.0
244089,7.0,ilbuco,1.0,1.0
217836,7.0,ilcampanello,0.0,1.0
244090,7.0,ilcampanello,1.0,1.0
217837,7.0,ilcantinori,0.0,1.0
222314,7.0,ilcantinori,2.0,1.0
225008,7.0,ilcantinori,3.0,1.0
233509,7.0,ilcantinori,9.0,1.0
234569,7.0,ilcantinori,11.0,1.0
235303,7.0,ilcantinori,10.0,1.0
236918,7.0,ilcantinori,5.0,1.0
238995,7.0,ilcantinori,8.0,1.0
240230,7.0,ilcantinori,6.0,1.0
244091,7.0,ilcantinori,1.0,1.0
217838,7.0,ilcorallotrattoria,0.0,1.0
222315,7.0,ilcorallotrattoria,2.0,1.0
241740,7.0,ilcorallotrattoria,7.0,1.0
244092,7.0,ilcorallotrattoria,1.0,1.0
217839,7.0,ilcorso,0.0,1.0
233510,7.0,ilcorso,9.0,1.0
235304,7.0,ilcorso,10.0,1.0
236919,7.0,ilcorso,5.0,1.0
240231,7.0,ilcorso,6.0,1.0
217840,7.0,ilcortile,0.0,1.0
222316,7.0,ilcortile,2.0,1.0
225010,7.0,ilcortile,3.0,1.0
238996,7.0,ilcortile,8.0,1.0
244093,7.0,ilcortile,1.0,1.0
217842,7.0,ilgattopardo,0.0,1.0
222318,7.0,ilgattopardo,2.0,1.0
225012,7.0,ilgattopardo,3.0,1.0
236920,7.0,ilgattopardo,5.0,1.0
238997,7.0,ilgattopardo,8.0,1.0
240232,7.0,ilgattopardo,6.0,1.0
20689,0.0,ilgiglio,8.0,0.0
217843,7.0,ilgiglio,0.0,1.0
222319,7.0,ilgiglio,2.0,1.0
225014,7.0,ilgiglio,3.0,1.0
230231,7.0,ilgiglio,4.0,1.0
236921,7.0,ilgiglio,5.0,1.0
244096,7.0,ilgiglio,1.0,1.0
217844,7.0,illaboratoriodelgelato,0.0,1.0
222320,7.0,illaboratoriodelgelato,2.0,1.0
236922,7.0,illaboratoriodelgelato,5.0,1.0
240233,7.0,illaboratoriodelgelato,6.0,1.0
241741,7.0,illaboratoriodelgelato,7.0,1.0
244097,7.0,illaboratoriodelgelato,1.0,1.0
217845,7.0,ilmattone,0.0,1.0
222321,7.0,ilmattone,2.0,1.0
233511,7.0,ilmattone,9.0,1.0
244098,7.0,ilmattone,1.0,1.0
204382,6.0,ilmelograno,10.0,0.0
217846,7.0,ilmelograno,0.0,1.0
222322,7.0,ilmelograno,2.0,1.0
233512,7.0,ilmelograno,9.0,1.0
234570,7.0,ilmelograno,11.0,1.0
244099,7.0,ilmelograno,1.0,1.0
217847,7.0,ilmenestrello,0.0,1.0
222323,7.0,ilmenestrello,2.0,1.0
225015,7.0,ilmenestrello,3.0,1.0
230232,7.0,ilmenestrello,4.0,1.0
217848,7.0,ilmulino,0.0,1.0
222324,7.0,ilmulino,2.0,1.0
225017,7.0,ilmulino,3.0,1.0
230234,7.0,ilmulino,4.0,1.0
236923,7.0,ilmulino,5.0,1.0
238998,7.0,ilmulino,8.0,1.0
240234,7.0,ilmulino,6.0,1.0
241742,7.0,ilmulino,7.0,1.0
244100,7.0,ilmulino,1.0,1.0
217850,7.0,ilpalazzo,0.0,1.0
222326,7.0,ilpalazzo,2.0,1.0
225019,7.0,ilpalazzo,3.0,1.0
244102,7.0,ilpalazzo,1.0,1.0
217851,7.0,ilpostino,0.0,1.0
222327,7.0,ilpostino,2.0,1.0
225021,7.0,ilpostino,3.0,1.0
236925,7.0,ilpostino,5.0,1.0
240236,7.0,ilpostino,6.0,1.0
244103,7.0,ilpostino,1.0,1.0
217853,7.0,ilriccio,0.0,1.0
222328,7.0,ilriccio,2.0,1.0
225023,7.0,ilriccio,3.0,1.0
235306,7.0,ilriccio,10.0,1.0
240237,7.0,ilriccio,6.0,1.0
244105,7.0,ilriccio,1.0,1.0
217854,7.0,ilsole,0.0,1.0
236927,7.0,ilsole,5.0,1.0
217856,7.0,ilvagabondo,0.0,1.0
222330,7.0,ilvagabondo,2.0,1.0
236928,7.0,ilvagabondo,5.0,1.0
240238,7.0,ilvagabondo,6.0,1.0
217857,7.0,ilvalentino,0.0,1.0
222331,7.0,ilvalentino,2.0,1.0
225026,7.0,ilvalentino,3.0,1.0
234571,7.0,ilvalentino,11.0,1.0
236929,7.0,ilvalentino,5.0,1.0
238999,7.0,ilvalentino,8.0,1.0
240239,7.0,ilvalentino,6.0,1.0
244107,7.0,ilvalentino,1.0,1.0
217858,7.0,ilviolino,0.0,1.0
225027,7.0,ilviolino,3.0,1.0
230243,7.0,ilviolino,4.0,1.0
217859,7.0,ilili,0.0,1.0
222332,7.0,ilili,2.0,1.0
233514,7.0,ilili,9.0,1.0
235307,7.0,ilili,10.0,1.0
236930,7.0,ilili,5.0,1.0
217860,7.0,imperialdragon,0.0,1.0
234572,7.0,imperialdragon,11.0,1.0
217862,7.0,impressdeli,0.0,1.0
244112,7.0,impressdeli,1.0,1.0
217863,7.0,invino,0.0,1.0
222333,7.0,invino,2.0,1.0
236931,7.0,invino,5.0,1.0
240240,7.0,invino,6.0,1.0
241743,7.0,invino,7.0,1.0
217865,7.0,inagiku,0.0,1.0
222334,7.0,inagiku,2.0,1.0
225035,7.0,inagiku,3.0,1.0
233516,7.0,inagiku,9.0,1.0
234574,7.0,inagiku,11.0,1.0
235309,7.0,inagiku,10.0,1.0
236932,7.0,inagiku,5.0,1.0
239000,7.0,inagiku,8.0,1.0
240241,7.0,inagiku,6.0,1.0
217870,7.0,incredifusion,0.0,0.0
234575,7.0,incredifusion,11.0,1.0
244115,7.0,incredifusion,1.0,1.0
217871,7.0,indianbreadco,0.0,1.0
222335,7.0,indianbreadco,2.0,1.0
236936,7.0,indianbreadco,5.0,1.0
240243,7.0,indianbreadco,6.0,1.0
241746,7.0,indianbreadco,7.0,1.0
244116,7.0,indianbreadco,1.0,1.0
217872,7.0,indiancafe,0.0,1.0
230260,7.0,indiancafe,4.0,1.0
236937,7.0,indiancafe,5.0,1.0
244117,7.0,indiancafe,1.0,1.0
217873,7.0,indiancurrymahal,0.0,1.0
222336,7.0,indiancurrymahal,2.0,1.0
217874,7.0,indianexpress,0.0,1.0
230261,7.0,indianexpress,4.0,1.0
236939,7.0,indianexpress,5.0,1.0
241747,7.0,indianexpress,7.0,1.0
217876,7.0,indiantaj,0.0,1.0
222337,7.0,indiantaj,2.0,1.0
230263,7.0,indiantaj,4.0,1.0
233518,7.0,indiantaj,9.0,1.0
234576,7.0,indiantaj,11.0,1.0
235311,7.0,indiantaj,10.0,1.0
217878,7.0,indiantanpura,0.0,1.0
244118,7.0,indiantanpura,1.0,1.0
217880,7.0,indigoindianbistro,0.0,1.0
222339,7.0,indigoindianbistro,2.0,1.0
233519,7.0,indigoindianbistro,9.0,1.0
236941,7.0,indigoindianbistro,5.0,1.0
240244,7.0,indigoindianbistro,6.0,1.0
217881,7.0,indomunch,0.0,1.0
222340,7.0,indomunch,2.0,1.0
230267,7.0,indomunch,4.0,1.0
217882,7.0,indochine,0.0,1.0
222341,7.0,indochine,2.0,1.0
225043,7.0,indochine,3.0,1.0
233520,7.0,indochine,9.0,1.0
234577,7.0,indochine,11.0,1.0
235312,7.0,indochine,10.0,1.0
236942,7.0,indochine,5.0,1.0
239001,7.0,indochine,8.0,1.0
240245,7.0,indochine,6.0,1.0
244119,7.0,indochine,1.0,1.0
217884,7.0,indusexpress,0.0,1.0
236944,7.0,indusexpress,5.0,1.0
217885,7.0,indusvalley,0.0,1.0
222342,7.0,indusvalley,2.0,1.0
236945,7.0,indusvalley,5.0,1.0
239002,7.0,indusvalley,8.0,1.0
240246,7.0,indusvalley,6.0,1.0
241748,7.0,indusvalley,7.0,1.0
244120,7.0,indusvalley,1.0,1.0
217886,7.0,industriaargentina,0.0,1.0
222343,7.0,industriaargentina,2.0,1.0
236946,7.0,industriaargentina,5.0,1.0
239003,7.0,industriaargentina,8.0,1.0
244121,7.0,industriaargentina,1.0,1.0
210807,6.0,ino,7.0,0.0
217887,7.0,ino,0.0,1.0
221230,7.0,ino,2.0,1.0
225044,7.0,ino,3.0,1.0
235735,7.0,ino,5.0,1.0
239005,7.0,ino,8.0,1.0
240247,7.0,ino,6.0,1.0
217889,7.0,inoteca,0.0,1.0
221231,7.0,inoteca,2.0,1.0
235313,7.0,inoteca,10.0,1.0
235736,7.0,inoteca,5.0,1.0
239006,7.0,inoteca,8.0,1.0
240248,7.0,inoteca,6.0,1.0
241751,7.0,inoteca,7.0,1.0
244122,7.0,inoteca,1.0,1.0
217890,7.0,insideparkatstbarts,0.0,1.0
222345,7.0,insideparkatstbarts,2.0,1.0
233521,7.0,insideparkatstbarts,9.0,1.0
235314,7.0,insideparkatstbarts,10.0,1.0
236948,7.0,insideparkatstbarts,5.0,1.0
240249,7.0,insideparkatstbarts,6.0,1.0
217891,7.0,insieme,0.0,1.0
222346,7.0,insieme,2.0,1.0
225045,7.0,insieme,3.0,1.0
233522,7.0,insieme,9.0,1.0
235315,7.0,insieme,10.0,1.0
236949,7.0,insieme,5.0,1.0
239007,7.0,insieme,8.0,1.0
240250,7.0,insieme,6.0,1.0
241752,7.0,insieme,7.0,1.0
19098,0.0,insomniacookies,11.0,0.0
217892,7.0,insomniacookies,0.0,1.0
236950,7.0,insomniacookies,5.0,1.0
217893,7.0,intermezzo,0.0,1.0
222347,7.0,intermezzo,2.0,1.0
225046,7.0,intermezzo,3.0,1.0
230271,7.0,intermezzo,4.0,1.0
233523,7.0,intermezzo,9.0,1.0
235316,7.0,intermezzo,10.0,1.0
244125,7.0,intermezzo,1.0,1.0
217896,7.0,internationalfoodhouse,0.0,1.0
230275,7.0,internationalfoodhouse,4.0,1.0
233525,7.0,internationalfoodhouse,9.0,1.0
217898,7.0,ipanema,0.0,1.0
225048,7.0,ipanema,3.0,1.0
244126,7.0,ipanema,1.0,1.0
217899,7.0,ippudo,0.0,1.0
239008,7.0,ippudo,8.0,1.0
240251,7.0,ippudo,6.0,1.0
217900,7.0,iroha,0.0,1.0
244128,7.0,iroha,1.0,1.0
217902,7.0,ironsushi,0.0,1.0
236953,7.0,ironsushi,5.0,1.0
240252,7.0,ironsushi,6.0,1.0
244130,7.0,ironsushi,1.0,1.0
217904,7.0,irvingmill,0.0,1.0
222349,7.0,irvingmill,2.0,1.0
233526,7.0,irvingmill,9.0,1.0
235317,7.0,irvingmill,10.0,1.0
236955,7.0,irvingmill,5.0,1.0
241753,7.0,irvingmill,7.0,1.0
217906,7.0,isabellas,0.0,1.0
222350,7.0,isabellas,2.0,1.0
236956,7.0,isabellas,5.0,1.0
239009,7.0,isabellas,8.0,1.0
240253,7.0,isabellas,6.0,1.0
241754,7.0,isabellas,7.0,1.0
6945,0.0,isabellasoven,2.0,0.0
156131,5.0,isabellasoven,0.0,0.0
236957,7.0,isabellasoven,5.0,0.0
168509,5.0,isadorascafe,4.0,0.0
217907,7.0,isadorascafe,0.0,1.0
225054,7.0,isadorascafe,3.0,1.0
217908,7.0,ise,0.0,1.0
236960,7.0,ise,5.0,1.0
217910,7.0,isejapaneserestaurant,0.0,1.0
222351,7.0,isejapaneserestaurant,2.0,1.0
230290,7.0,isejapaneserestaurant,4.0,1.0
244132,7.0,isejapaneserestaurant,1.0,1.0
217912,7.0,island,0.0,1.0
222353,7.0,island,2.0,1.0
225055,7.0,island,3.0,1.0
230294,7.0,island,4.0,1.0
217913,7.0,islandburgersshakes,0.0,1.0
225056,7.0,islandburgersshakes,3.0,1.0
239010,7.0,islandburgersshakes,8.0,1.0
217915,7.0,isle,0.0,1.0
222355,7.0,isle,2.0,1.0
244138,7.0,isle,1.0,1.0
217916,7.0,isleofcapri,0.0,1.0
222356,7.0,isleofcapri,2.0,1.0
225058,7.0,isleofcapri,3.0,1.0
240254,7.0,isleofcapri,6.0,1.0
244139,7.0,isleofcapri,1.0,1.0
217917,7.0,islero,0.0,1.0
222357,7.0,islero,2.0,1.0
236962,7.0,islero,5.0,1.0
240255,7.0,islero,6.0,1.0
217918,7.0,isohama,0.0,1.0
244140,7.0,isohama,1.0,1.0
217919,7.0,istana,0.0,1.0
222358,7.0,istana,2.0,1.0
225061,7.0,istana,3.0,1.0
233527,7.0,istana,9.0,1.0
235318,7.0,istana,10.0,1.0
217920,7.0,istanbulgrill,0.0,1.0
222359,7.0,istanbulgrill,2.0,1.0
217924,7.0,italianissimoristorante,0.0,1.0
222360,7.0,italianissimoristorante,2.0,1.0
230303,7.0,italianissimoristorante,4.0,1.0
244145,7.0,italianissimoristorante,1.0,1.0
217925,7.0,ithaka,0.0,1.0
222361,7.0,ithaka,2.0,1.0
225062,7.0,ithaka,3.0,1.0
236964,7.0,ithaka,5.0,1.0
239011,7.0,ithaka,8.0,1.0
240256,7.0,ithaka,6.0,1.0
241756,7.0,ithaka,7.0,1.0
244147,7.0,ithaka,1.0,1.0
20704,0.0,itsadominicanthing,8.0,0.0
217926,7.0,itsadominicanthing,0.0,0.0
225063,7.0,itsadominicanthing,3.0,1.0
230307,7.0,itsadominicanthing,4.0,1.0
233528,7.0,itsadominicanthing,9.0,1.0
236963,7.0,itsadominicanthing,5.0,1.0
240257,7.0,itsadominicanthing,6.0,1.0
244149,7.0,itsadominicanthing,1.0,1.0
217927,7.0,itzocanbistro,0.0,1.0
222362,7.0,itzocanbistro,2.0,1.0
225064,7.0,itzocanbistro,3.0,1.0
236965,7.0,itzocanbistro,5.0,1.0
240258,7.0,itzocanbistro,6.0,1.0
217928,7.0,itzocancafe,0.0,1.0
222363,7.0,itzocancafe,2.0,1.0
240259,7.0,itzocancafe,6.0,1.0
